Timestamp,Linear_X,Angular_Z
1751508188.2481084,0.009734176038254038,0.01760811896974431
1751508188.3348503,0.0,0.007612690169744311
1751508188.4389243,0.003949093203292338,0.008220150732350318
1751508188.5423787,0.001864891769029734,-0.0017546906676496818
1751508188.6342359,0.002426896514175142,-0.0011630664819632748
1751508188.7382135,0.0016723355859836835,-0.011244710381963275
1751508188.8363032,0.001694423957082776,-0.010833293927187551
1751508188.9348454,0.0014376757857517673,-0.020813025327187554
1751508189.0402246,0.0014375651755363227,-0.020423678730352175
1751508189.1364744,0.0012925850245112504,-0.030261427230352175
1751508189.2412727,0.001286714672628631,-0.029848329767580735
1751508189.333349,0.0011968145154067139,-0.039861212867580736
1751508189.4396448,0.0015149741820417568,-0.04987044436758074
1751508189.5341725,0.0010381653021603197,-0.04939675794035619
1751508189.6381702,0.001190903783119875,-0.050169938635218486
1751508189.7344744,0.0008872796752905192,-0.05068556284333901
1751508189.8365898,0.001066209385075291,-0.05114232719574685
1751508189.9419396,0.0009136060117241669,-0.051532509193493316
1751508190.1444495,0.0007499729213061421,-0.0521642557016681
1751508190.2448814,0.0006649521311628739,-0.052422574804493124
1751508190.3357975,0.0007115784366596165,-0.052651330992814105
1751508190.4347022,0.00045782675042604194,-0.05285596859099444
1751508190.5363655,0.0007766850822613341,-0.06287347619099444
1751508190.6368916,0.0006326276089189493,-0.06207986113414162
1751508190.7378695,0.0006875318444036852,-0.06250660288452362
1751508190.8337111,0.0006577173620706403,-0.06273837624255318
1751508190.9357758,0.0006653178726099913,-0.0629585798859292
1751508191.0327244,0.0006577136924354549,-0.06315029868590881
1751508191.1343963,0.0006573572960387141,-0.06332109878650725
1751508191.236302,0.000654497635864776,-0.06347444543801084
1751508191.3348107,0.0006532146586875847,-0.06361314977674397
1751508191.4352674,0.0006516742939128942,-0.06373997572404436
1751508191.5359602,0.0006508481685807406,-0.07376215272404435
1751508191.6341095,0.000649759478307281,-0.07287852546491343
1751508191.7335465,0.0006490227608832369,-0.07325803056182917
1751508191.835508,0.0006483378002339912,-0.07344830587630033
1751508191.9335365,0.0006477971969354636,-0.07362920104660187
1751508192.032685,0.0006473329669637202,-0.07378553685021813
1751508192.1328738,0.0006469538632330136,-0.07392348191189066
1751508192.231958,0.0006466340891443922,-0.07404524236654798
1751508192.3331568,0.0006463695460689373,-0.0741548820811913
1751508192.4392765,0.0006461478834637567,-0.07425400572272464
1751508192.532462,0.0006459647087894214,-0.07434488685965435
1751508192.6382408,0.0006459794534362298,-0.08433202425965435
1751508192.7378604,0.0006457848167075438,-0.08341916538556983
1751508192.8331602,0.0006457114566982227,-0.08376923711057484
1751508192.9326851,0.0006456122099304118,-0.08393105056709617
1751508193.03919,0.0006455450143854865,-0.08408599391806756
1751508193.1341796,0.0006454838179643791,-0.0842168361733155
1751508193.2390618,0.000645434568327012,-0.084328178548169
1751508193.3367176,0.0006453927110265722,-0.08442656716007543
1751508193.4361925,0.000645358352800019,-0.08451262455054988
1751508193.5356638,0.0006453294615385989,-0.08458838285572098
1751508193.635212,0.0006453265380393753,-0.09458816775572099
1751508193.7656078,0.0006452981334490792,-0.09365507352869505
1751508193.8348608,0.0006452855138202251,-0.09398755132504073
1751508193.9416385,0.0006452703921304367,-0.09413227984836849
1751508194.0341163,0.000645259742333333,-0.0942688902358347
1751508194.1542265,0.0006452500221481129,-0.09438131451152391
1751508194.241154,0.0006452423049667119,-0.09447568822949341
1751508194.34105,0.0006452357090412188,-0.09455501486235378
1751508194.4428296,0.0006452302833382955,-0.094622088121318
1751508194.5354323,0.0006452257372163414,-0.09467903609186387
1751508194.6348257,0.0006452219639453438,-0.09472763440824428
1751508194.7363205,0.0006452222284063219,-0.09985130392037951
1751508194.8329806,0.000645218245862631,-0.09937385731832417
1751508194.935054,0.0006452167332070058,-0.09954925607343378
1751508195.0356011,0.0006452146979346083,-0.0996253017535854
1751508195.1357763,0.0006452133349020742,-0.09969597870571108
1751508195.236024,0.0006452120566248673,-0.09975308935027276
1751508195.3328905,0.0006452110533286138,-0.09980013745934649
1751508195.433631,0.0006452101895722156,-0.09983882891435893
1751508195.5329807,0.0006452094849454449,-0.09987055833487124
