Date,Barcode,ProductName,Count,Price,Total,GrandTotal
2025-06-13 17:07:11,88013114,팔리아멘트원1mg(갑),3,4500,13500,13500
2025-06-13 17:08:03,88013114,팔리아멘트원1mg(갑),5,4500,22500,22500
2025-06-13 17:28:56,88020785,엘에스에스윈드블루한갑,2,4500,9000,22000
2025-06-13 17:28:56,88013114,팔리아멘트원1mg(갑),2,4500,9000,22000
2025-06-13 17:28:56,88003542,한라산4.5mg(갑),1,4000,4000,22000
